house_id,area_sqft,bedrooms,bathrooms,location_score,age_years,distance_city_km,lot_size_sqft,has_garage,has_pool,renovation_years_ago,house_price_inr
100017,-1.0821550083072087,4.0,3.0,4.0,1.0,0.8326883808263664,-0.9864501546608818,1.0,0.0,0.043478260869565216,-1.3965717583259367
100018,0.26758952658692153,4.0,3.0,7.4,1.0,0.6235220377480334,0.6680297768261177,1.0,0.0,0.058823529411764705,0.9034087800002287
100019,-0.9046907390609219,3.0,2.0,5.61063829787234,1.0,0.32748747113028376,-0.188336476643588,1.0,0.0,0.2,0.20707122267504996
100020,-1.9150470957370895,1.0,3.0,5.61063829787234,1.0,0.7100839781034473,-1.352857047590199,0.0,0.0,0.5,-2.2425698103098464
100021,1.3578216500009241,4.0,3.0,2.6,1.0,0.9655003830667342,0.6923088893494477,0.0,0.0,0.25,0.07263091249545395
100022,0.006443782409279196,4.0,4.0,8.8,1.0,0.09271630543989906,0.45163656190469165,1.0,0.0,0.08333333333333333,0.9123322098747834
100023,0.30986741045119276,4.0,3.0,5.1,1.0,0.5744700057190567,0.4740382700294907,1.0,0.0,1.0,0.47300561553864034
100024,-1.945774462023913,3.0,2.0,5.6,1.0,0.9276574895389255,-0.7656197215280468,1.0,0.0,0.3333333333333333,-1.5692676408158406
100025,-0.3754671011137538,2.0,2.0,7.7,1.0,0.4049932245208614,0.5183623796402256,1.0,0.0,0.2,0.406485200259143
100027,-1.3393206637228714,3.0,3.0,4.7,1.0,0.3015885399921372,-0.7656197215280468,1.0,0.0,0.5,-1.5766010595156237
100028,0.5890879926993574,5.0,3.0,2.7,1.0,0.7570237079110317,0.730450448032745,1.0,0.0,0.5,-0.9575102013257252
100029,-0.44885080051478216,3.0,1.0,3.9,1.0,0.8326883808263664,0.3215183898086598,1.0,0.0,0.1111111111111111,-0.8744858534860122
100030,-0.06783238255443093,3.0,2.0,4.4,1.0,0.7366943658036332,-0.4724728225711714,1.0,0.0,0.3333333333333333,-0.3333296022881968
100031,-0.4509226928046205,2.0,1.0,4.9,1.0,0.20910057847287777,-0.48431676778945204,1.0,0.0,0.25,-0.42344623125221953
100032,1.3578216500009241,7.0,5.0,7.1,1.0,0.3971259225771372,0.29971707182285506,1.0,1.0,0.3333333333333333,1.4530551046416922
100033,0.22966402152676177,4.0,2.0,7.1,1.0,0.9044870390303145,0.1645840850565395,1.0,0.0,0.1,0.20707122267504996
100034,0.26758952658692153,4.0,3.0,6.0,1.0,0.6170984416225896,-0.4381689123114878,1.0,0.0,0.5,-0.6079021287822165
100035,0.9414364923501868,4.0,3.0,7.3,1.0,0.5576471353523661,-0.05557214583895185,1.0,1.0,0.14285714285714285,1.128543227029146
100036,-1.4821819868504378,1.0,1.0,4.1,1.0,0.6267209541060622,-0.5327169011897676,1.0,0.0,0.5,-1.3437692627488211
100037,0.44264370555218524,5.0,4.0,8.8,1.0,0.3059579364026981,-0.07510267862741209,1.0,1.0,0.05,1.0950054958691628
100038,-2.430618132925932,1.0,1.0,7.3,1.0,0.42439041904893626,-1.8433039079986142,0.0,0.0,0.14285714285714285,0.20707122267504996
100039,-1.7135644418126657,3.0,2.0,2.2,1.0,0.9999999999999999,-0.6660233347227228,1.0,0.0,0.05263157894736842,-2.2425698103098464
100040,0.43140467350248185,4.0,3.0,5.1,1.0,0.8435546301197087,-0.1755778202931153,1.0,0.0,0.3333333333333333,0.24565215385684638
100041,0.879011919093989,3.0,2.0,2.3,1.0,0.9555004695897044,-0.41974860182118,0.0,0.0,0.08333333333333333,-0.7546320172815145
100042,0.4073329845806151,5.0,5.0,7.5,1.0,0.4205412316107331,0.4220702635762556,1.0,0.0,0.14285714285714285,0.9338969947079423
100043,0.12563916094507688,3.0,2.0,9.7,1.0,0.0,-0.10493180338021862,1.0,0.0,0.1111111111111111,0.9559316442477411
100044,-0.0783909853597476,4.0,2.0,3.9,1.0,0.42439041904893626,0.2956126871023788,1.0,0.0,0.1111111111111111,-0.6504747513779598
100045,-2.0848730855956252,2.0,2.0,6.4,1.0,0.5440066717701019,-0.9902127347391445,1.0,0.0,0.14285714285714285,-1.2232878340674522
100046,-0.6162559268427569,1.0,1.0,5.8,1.0,0.7483493894256604,-1.700056565356836,0.0,0.0,0.16666666666666666,-0.3274912212287797
100047,-0.26765664644981246,3.0,3.0,3.8,1.0,0.9828457293273126,0.22462507298075662,0.0,0.0,0.3333333333333333,-0.8154196145731099
100048,1.1052402957140972,7.0,6.0,5.61063829787234,1.0,0.2566321047115755,0.8622921041357506,1.0,0.0,0.043478260869565216,1.348565976772514
100049,0.5613551971284427,5.0,3.0,9.9,1.0,0.0,0.6116147021295977,1.0,0.0,0.1111111111111111,0.20707122267504996
100050,-2.430618132925932,1.0,3.0,4.8,1.0,0.8435546301197087,-1.4118877238682497,1.0,0.0,1.0,-2.2425698103098464
100051,0.5453515605543703,5.0,2.0,5.2,1.0,0.4804441777550007,0.0909008491383219,0.0,0.0,0.14285714285714285,0.7098973961533189
100052,-0.17567258263671898,3.0,3.0,8.6,1.0,0.0,-0.4620281632055153,1.0,1.0,0.09090909090909091,0.7252756130828117
100053,-0.554771585063543,3.0,2.0,4.4,1.0,0.6050159450001501,-0.35320982679550905,1.0,0.0,0.5,-0.6820046455250679
100054,0.7825251257534911,4.0,3.0,7.1,1.0,0.32748747113028376,0.7019498565618851,1.0,0.0,0.08333333333333333,1.0549967599101313
100055,1.0875185545022725,5.0,3.0,2.2,1.0,0.9999999999999999,0.8622921041357506,1.0,0.0,1.0,-0.041539741161512385
100056,1.018399651619748,6.0,5.0,5.9,1.0,0.7396178128477341,0.2824686386004197,1.0,0.0,0.16666666666666666,0.7904102961839519
100057,-0.7941510032242277,2.0,3.0,2.8,1.0,0.7308278291217961,-0.8718064018232898,0.0,0.0,0.09090909090909091,-1.3825757251793338
100058,-0.08722716495285966,4.0,3.0,3.7,1.0,0.9999999999999999,-1.1078684829116547,1.0,0.0,0.16666666666666666,-0.30344887032801615
100059,0.5506988775621116,4.0,2.0,4.1,1.0,0.7685023143445356,0.4707676662135802,0.0,0.0,0.16666666666666666,0.21560010937662943
100060,1.0495079347382068,4.0,4.0,7.1,1.0,0.6675573437311718,0.32554387489683595,1.0,0.0,0.058823529411764705,1.3426955369069895
100061,-0.2907539804305244,4.0,2.0,5.61063829787234,1.0,0.7160448174676192,0.06006502077214925,1.0,0.0,0.14285714285714285,0.27354889285369927
100062,0.05020989281183699,3.0,1.0,6.4,1.0,0.4694742347599684,0.5312484113095886,0.0,0.0,0.08333333333333333,0.3667607216691355
100063,-1.2534129406719063,3.0,3.0,1.6,1.0,0.9999999999999999,-0.6013858227681481,1.0,0.0,0.05,-2.2425698103098464
100064,-1.4315296458704994,2.0,1.0,3.5,1.0,0.7278846510027911,-0.820659170667516,1.0,0.0,0.3333333333333333,-2.2425698103098464
100065,0.9335894097510445,5.0,4.0,5.9,1.0,0.6050159450001501,0.7596509513960452,0.0,0.0,1.0,1.1478365885995958
100066,1.298809813261455,6.0,4.0,6.4,1.0,0.5440066717701019,0.8622921041357506,1.0,0.0,0.05555555555555555,1.263464852254102
100067,0.1703555467461456,4.0,3.0,1.2,1.0,0.9999999999999999,0.06006502077214925,1.0,0.0,0.14285714285714285,-1.4694012907096845
100068,1.068596013154838,4.0,4.0,8.7,1.0,0.600885870568845,0.24612587140064207,1.0,0.0,0.05263157894736842,1.4226227906669742
100069,0.5772447574328118,3.0,2.0,5.2,1.0,0.7454452818717411,0.11761969918569623,1.0,0.0,0.3333333333333333,0.6537587504832347
100070,0.26758952658692153,3.0,2.0,5.61063829787234,1.0,0.7713566689356418,-0.9742887402177359,1.0,0.0,0.05263157894736842,-0.9998199619879333
100071,0.26758952658692153,4.0,3.0,6.0,1.0,0.5508475714996856,0.10173824319122031,1.0,0.0,0.5,0.4844989857015663
100072,1.3578216500009241,5.0,5.0,2.1,1.0,0.3443479485379185,-0.20499331566975473,1.0,0.0,0.045454545454545456,0.03040339357872164
100073,0.2079939473677462,3.0,3.0,3.1,1.0,0.7070931615103738,0.36868465015963076,0.0,0.0,0.05555555555555555,-0.5681718740288342
100074,1.3578216500009241,5.0,3.0,5.6,1.0,0.7770472933646052,0.48768686454420235,0.0,0.0,0.1111111111111111,1.0188648702649417
100075,-2.430618132925932,1.0,2.0,5.6,1.0,0.7827140574178003,0.06006502077214925,1.0,0.0,0.1,-2.2425698103098464
100076,0.94031719742257,5.0,3.0,8.3,1.0,0.08693969185330186,0.4645310822113551,1.0,0.0,0.2,0.20707122267504996
100077,0.3291118109106431,3.0,3.0,2.0,1.0,0.9429079058576327,0.3075178065295966,1.0,0.0,0.3333333333333333,-1.2146217484409383
100078,-0.07486603781383819,2.0,3.0,8.5,1.0,0.22845091406783868,-1.8433039079986142,1.0,0.0,0.14285714285714285,0.7069453531464435
100079,0.3335295638925606,4.0,5.0,5.3,1.0,0.6050159450001501,0.2688126726063123,1.0,0.0,0.08333333333333333,0.4566749103617986
100080,-2.430618132925932,1.0,1.0,4.0,1.0,0.9999999999999999,-1.8433039079986142,0.0,0.0,0.07692307692307693,-2.2425698103098464
100081,0.013231951475878443,5.0,3.0,5.6,1.0,0.7396178128477341,0.0631991391336802,1.0,0.0,0.14285714285714285,0.07430978438911555
100082,0.573282977259005,3.0,2.0,8.9,1.0,0.0,0.06006502077214925,1.0,1.0,0.14285714285714285,1.3136986648955156
100083,1.3578216500009241,7.0,6.0,4.5,1.0,0.6950594380429164,0.8622921041357506,1.0,0.0,0.06666666666666667,0.769533887806584
100084,-0.34160438829462997,4.0,2.0,6.6,1.0,0.7713566689356418,0.17689056121930996,0.0,0.0,0.5,0.053268344061007056
100085,0.26758952658692153,2.0,3.0,3.0,1.0,0.5844465172233081,-0.47772446184084505,1.0,0.0,0.16666666666666666,-1.6808886143506143
100086,-0.31995416866262777,3.0,3.0,4.9,1.0,0.5542524736143691,-0.6887492295452308,1.0,0.0,0.14285714285714285,-0.22981245874610853
100087,1.0075691810847163,5.0,4.0,7.8,1.0,0.530197788265471,0.14966618060680295,0.0,0.0,0.043478260869565216,1.2926432495441114
100088,0.5493632497370069,4.0,2.0,5.61063829787234,1.0,0.9174039396896946,0.4436384126894077,1.0,0.0,0.16666666666666666,0.302827137103967
100089,-0.35548797107880464,4.0,3.0,6.9,1.0,0.600885870568845,-0.08894204329454995,1.0,0.0,0.5,0.20707122267504996
100090,0.7041747147208844,5.0,3.0,5.7,1.0,0.47314364586461044,0.4503068965657549,1.0,0.0,0.5,0.5157172073276598
100091,0.3379386622049566,4.0,4.0,9.1,1.0,0.6050159450001501,0.06541851875654336,1.0,0.0,1.0,0.20707122267504996
100092,1.0452433803844472,5.0,3.0,8.7,1.0,0.3609045588728599,0.5908606362642194,1.0,0.0,0.25,1.4530551046416922
100093,-0.5897073692689072,1.0,1.0,6.1,1.0,0.6267209541060622,-0.5009342116262078,0.0,0.0,0.06666666666666667,-0.3651075897244304
100094,-0.10857407963151168,4.0,2.0,5.61063829787234,1.0,0.8462582067131449,-0.3701581028344182,1.0,0.0,0.125,-0.8354909406528269
100095,-0.1848921323979826,4.0,2.0,1.5,1.0,0.9630065022581952,0.08172981708371073,1.0,0.0,0.14285714285714285,-1.4818705301140438
100096,-2.044329437514941,1.0,2.0,2.3,1.0,0.7454452818717411,-1.185448179214415,1.0,0.0,0.06666666666666667,-2.2425698103098464
100097,0.26758952658692153,3.0,3.0,5.2,1.0,0.9999999999999999,0.06006502077214925,1.0,0.0,1.0,0.4812895787428505
100098,0.4897900752750573,4.0,3.0,5.61063829787234,1.0,0.4948957303671907,0.5974189121058877,0.0,0.0,0.07142857142857142,0.8537148384984651
100099,0.24807445381587823,3.0,1.0,3.6,1.0,0.8783087395351655,0.14883254163593887,0.0,0.0,0.07142857142857142,-0.6156652202285092
100100,-0.0020699257668232896,3.0,3.0,5.61063829787234,1.0,0.4694742347599684,0.1278221625805157,0.0,0.0,0.07142857142857142,0.043521243782672726
100101,-1.9226932306112519,1.0,3.0,4.1,1.0,0.886211492735634,-1.8316681389467147,1.0,0.0,0.05,0.20707122267504996
100102,-0.21839177794448794,2.0,3.0,6.0,1.0,0.26581583223879135,0.06006502077214925,1.0,0.0,0.05263157894736842,0.20061423381736465
100103,-0.12651627151399628,2.0,3.0,7.0,1.0,0.0,-0.045429371075596796,0.0,0.0,0.08333333333333333,0.5612157590491111
100104,-0.7372462773848771,3.0,2.0,4.1,1.0,0.7396178128477341,-1.6086787160529694,1.0,0.0,0.043478260869565216,-0.9787677116697833
100105,0.07673084720456833,2.0,1.0,2.5,1.0,0.6050159450001501,0.10948769027785736,0.0,0.0,1.0,-1.5910677877709594
100106,0.613885362232401,3.0,2.0,4.2,1.0,0.9327581069169474,-0.26521094059881434,0.0,0.0,0.043478260869565216,0.16063486499503768
100107,1.3578216500009241,6.0,5.0,1.2,1.0,0.851649984012197,0.4145742180125161,1.0,0.0,0.3333333333333333,0.30612455694470686
100108,0.4101783943946421,5.0,3.0,4.7,1.0,0.7827140574178003,-0.13542512805925033,0.0,0.0,0.3333333333333333,0.30699694600741806
100109,0.4856698319318681,4.0,3.0,9.1,1.0,0.0,0.15714579807594445,1.0,0.0,0.05555555555555555,1.2745825827580601
100110,0.26758952658692153,3.0,3.0,5.7,1.0,0.6798549441256415,-0.8089823857335281,0.0,0.0,0.16666666666666666,0.3410132575427314
100111,-2.430618132925932,1.0,1.0,3.2,1.0,0.9018900975276606,-1.6894596245977898,0.0,0.0,0.14285714285714285,-2.2425698103098464
100112,0.21730655911890895,2.0,2.0,5.2,1.0,0.8107001783319968,0.08872290465509457,1.0,0.0,0.25,0.03503868861305524
100113,0.30242171648333177,4.0,3.0,3.7,1.0,0.4804441777550007,0.729913389357529,0.0,0.0,0.25,-0.021830966927372675
100114,1.3578216500009241,7.0,5.0,5.6,1.0,0.32748747113028376,0.8622921041357506,1.0,1.0,0.5,1.4530551046416922
100115,0.04353110497181689,3.0,2.0,7.3,1.0,0.4089032729229608,0.14507476817424078,1.0,0.0,0.3333333333333333,0.3704150854495756
100116,0.5251841982536272,5.0,4.0,4.7,1.0,0.4876945323846259,-0.2534034631462271,0.0,0.0,0.1111111111111111,0.4583732762832904
100117,0.2079939473677462,3.0,2.0,1.9,1.0,0.7425347705292161,-0.6720481402674688,1.0,0.0,0.09090909090909091,0.20707122267504996
100118,-1.3757834389347048,3.0,3.0,5.8,1.0,0.6394323235422948,-0.6637706026049393,0.0,0.0,0.07142857142857142,-1.2880044399476749
100119,1.162618178637452,5.0,3.0,4.9,1.0,0.4913012135208633,-0.01262458111522534,1.0,0.0,0.16666666666666666,0.8734445959095561
100121,0.9178105678244424,5.0,3.0,5.9,1.0,0.46579188028570917,0.8622921041357506,1.0,0.0,0.2,0.8577469627283759
100122,-0.9072067768200811,2.0,2.0,8.8,1.0,0.15849316038107442,-0.2686030947947577,1.0,0.0,1.0,0.38687928362078206
100123,1.32711200787895,7.0,4.0,6.0,1.0,0.6267209541060622,0.8622921041357506,1.0,0.0,0.14285714285714285,1.2921537163932766
100124,-1.8884703563012413,4.0,1.0,5.5,1.0,0.27940624218688614,-1.112982889857851,1.0,0.0,0.1111111111111111,-1.4718429074422752
100125,0.7619825314279357,4.0,2.0,7.2,1.0,0.5508475714996856,0.1542419932524974,0.0,0.0,0.045454545454545456,0.9034619585339001
100126,1.3578216500009241,7.0,4.0,7.0,1.0,0.5336661415217862,0.8622921041357506,1.0,0.0,0.16666666666666666,1.4530551046416922
100127,-1.0445211724630519,2.0,2.0,5.61063829787234,1.0,0.6073975873025871,-1.039060017396819,1.0,0.0,0.06666666666666667,-0.8030045881909353
100128,-0.4037302673931211,4.0,3.0,5.9,1.0,0.6299113739612862,-1.159834740038101,0.0,0.0,0.14285714285714285,0.008656951138662957
100129,0.3408732688623444,5.0,4.0,5.61063829787234,1.0,0.8756649179715966,0.10001008983068918,0.0,0.0,0.07692307692307693,-0.5362675491208034
100130,-0.32191402135782693,3.0,3.0,7.7,1.0,0.6798549441256415,0.12527877097322035,0.0,0.0,0.3333333333333333,0.20707122267504996
100131,-2.2847822549182566,4.0,1.0,6.3,1.0,0.9704760677240695,-1.8433039079986142,1.0,1.0,0.5,-1.5598844803609129
100132,0.31135360107176535,3.0,1.0,1.7,1.0,0.7685023143445356,0.5830673203272576,0.0,0.0,0.5,-0.6890215380058734
100133,-1.1704678689706767,3.0,3.0,8.4,1.0,0.0,-0.3252169082672707,1.0,0.0,0.1111111111111111,-0.019536649938935308
100134,0.6715356650430383,5.0,5.0,8.6,1.0,0.29278370802527753,0.44697686350282306,0.0,1.0,0.14285714285714285,1.4530551046416922
100135,-0.9248941890747332,3.0,3.0,5.9,1.0,0.03248115891161907,-0.4882870614921869,0.0,0.0,0.047619047619047616,-0.48416959926027886
100136,1.3578216500009241,5.0,4.0,7.5,1.0,0.5474323357716467,0.6432891493749926,0.0,0.0,0.05,1.4530551046416922
100137,-0.7093013819135877,1.0,2.0,4.8,1.0,0.7040953488264171,-0.5211379922873943,0.0,0.0,0.06666666666666667,0.20707122267504996
100138,-0.10143632671267462,4.0,4.0,2.5,1.0,0.935301953642829,-0.4103152271152613,1.0,0.0,0.05555555555555555,-1.4555809829643795
100139,0.9347121412141083,3.0,3.0,5.61063829787234,1.0,0.22365731349530138,0.4526329328529074,0.0,1.0,1.0,1.2123202827798216
100140,-1.5014524793253174,2.0,2.0,8.1,1.0,0.3931682852381617,-0.9447807071198356,0.0,0.0,0.047619047619047616,-0.7648949723436607
100141,0.4593972287366639,5.0,3.0,3.8,1.0,0.8489566482943965,0.8070680626454128,1.0,0.0,0.043478260869565216,-0.48521320392557526
100142,1.268206558329289,4.0,3.0,4.8,1.0,0.7190149360640604,0.8622921041357506,1.0,1.0,0.043478260869565216,0.40534500799156364
100143,-2.430618132925932,3.0,2.0,7.6,1.0,0.0,-1.6849406144396266,1.0,0.0,1.0,-0.7896203839044003
100144,0.420109000669055,5.0,4.0,5.4,1.0,0.6582536370804767,0.06006502077214925,1.0,0.0,0.3333333333333333,0.2786971514290561
100145,0.26758952658692153,4.0,3.0,5.7,1.0,0.9174039396896946,-0.19100947827572934,1.0,0.0,1.0,0.5231391719451983
100146,0.9110133391590899,5.0,5.0,6.9,1.0,0.5232282057928189,0.15921611602652352,1.0,0.0,0.5,1.1561070180508464
100147,-1.514384897181696,2.0,2.0,7.4,1.0,0.44718104170296413,-0.6318682099468622,0.0,0.0,0.3333333333333333,-0.5174284877259284
100148,-1.696041027452366,1.0,2.0,6.8,1.0,0.6050159450001501,-1.3919496645498457,0.0,1.0,0.0625,0.20707122267504996
100149,0.7103967279327448,4.0,3.0,9.1,1.0,0.0,-0.0009311472786712006,1.0,0.0,0.09090909090909091,1.4530551046416922
100150,0.26758952658692153,4.0,3.0,8.1,1.0,0.5336661415217862,-0.10242105907568767,1.0,0.0,0.08333333333333333,1.1165389398211294
100151,0.26758952658692153,2.0,1.0,7.0,1.0,0.33595674122695707,-0.2055339996434813,1.0,0.0,0.14285714285714285,0.7212914123647133
100152,0.5640113371690111,4.0,2.0,5.4,1.0,0.818986414858723,0.6435762097716169,1.0,0.0,0.08333333333333333,0.2717828017846681
100153,-0.5591101084746538,2.0,3.0,9.2,1.0,0.3931682852381617,-0.38669865124642905,1.0,0.0,0.14285714285714285,0.09295238874006606
100154,0.4635660961302195,3.0,2.0,6.8,1.0,0.38919439456325644,0.02490286642389023,0.0,1.0,0.25,0.8218905612204244
100155,0.5170659562583537,4.0,4.0,7.7,1.0,0.31463231279047243,0.20237308501331433,1.0,0.0,0.2,0.9031748924378904
100156,-0.6073729118960353,3.0,3.0,4.4,1.0,0.8835820009572158,0.06006502077214925,1.0,0.0,0.25,-0.2810578044782489
100158,0.26758952658692153,4.0,5.0,7.4,1.0,0.6050159450001501,-0.5395727626424391,0.0,0.0,0.25,1.177376397719621
100159,-1.4190301951634423,2.0,2.0,6.5,1.0,0.6394323235422948,-0.4260730695750507,0.0,1.0,0.05263157894736842,-0.8911206078044666
100160,0.81713322169145,4.0,4.0,1.7,1.0,0.8940717189838029,0.744867528582786,1.0,0.0,0.07142857142857142,-0.4798403979771978
100161,-1.017998882393789,3.0,2.0,6.3,1.0,0.5644061037054952,-0.5547740937796799,0.0,0.0,0.09090909090909091,-0.5560569861746584
100162,0.9155471616445895,4.0,3.0,6.5,1.0,0.0,0.779189174952316,1.0,0.0,1.0,1.2929179924106011
100164,-0.7655269000171594,3.0,3.0,5.61063829787234,1.0,0.6041462260033973,-0.8528404933161124,1.0,0.0,0.1,-0.362983346139607
100165,1.0409704830801614,5.0,2.0,8.7,1.0,0.00664149238263223,-0.10694371832983658,1.0,0.0,1.0,1.3520236748348844
100166,0.6203653073094655,6.0,4.0,3.7,1.0,0.5371236730039358,0.5167822329466434,0.0,0.0,0.043478260869565216,0.11171697840502988
100167,0.26758952658692153,4.0,4.0,8.3,1.0,0.5508475714996856,-0.43242626596110567,0.0,0.0,0.14285714285714285,1.4530551046416922
100168,1.3578216500009241,6.0,5.0,7.3,1.0,0.5405704833808015,0.8584078120388249,1.0,0.0,0.3333333333333333,1.4530551046416922
100169,-0.01575825118779001,3.0,3.0,8.4,1.0,0.0,-0.2720035818731238,1.0,0.0,0.25,0.8124293785254787
100170,-0.6657236758274105,3.0,1.0,2.2,1.0,0.9225394934157173,-0.22953640027221242,1.0,0.0,0.05,-2.0093873275355905
100171,-0.8747048354666305,1.0,1.0,6.1,1.0,0.3189379182071621,-0.8883895264492389,0.0,0.0,0.5,-0.5364678610287015
100172,-0.7584248503850621,2.0,2.0,6.3,1.0,0.6050159450001501,-0.09491633437649541,1.0,0.0,0.14285714285714285,-0.5999376016898592
100173,0.1656064643936781,3.0,3.0,8.4,1.0,0.3401619679784721,-0.4090622415188242,1.0,0.0,0.16666666666666666,0.6471906107380085
100174,0.560025939290319,4.0,4.0,8.6,1.0,0.0,0.06006502077214925,1.0,0.0,0.25,1.3179804721563142
100175,0.5034696326392929,5.0,3.0,4.5,1.0,0.6050159450001501,-0.15509412017472807,1.0,0.0,0.2,0.13113306584018022
100176,0.26758952658692153,5.0,4.0,4.8,1.0,0.8381319539055895,0.6657742975749901,1.0,0.0,0.16666666666666666,0.6541709002536285
100177,0.2557014046892255,2.0,2.0,7.4,1.0,0.4768002491343758,-0.5238538860393679,0.0,0.0,0.1111111111111111,0.7671229767639044
100178,1.3578216500009241,7.0,4.0,6.8,1.0,0.5711251950950339,0.6814811650526886,1.0,0.0,0.1,1.3203006481756263
100179,-0.03644578891153157,4.0,1.0,5.5,1.0,0.29278370802527753,0.35945558968733765,1.0,0.0,0.14285714285714285,0.20707122267504996
100180,0.26758952658692153,7.0,5.0,5.3,1.0,0.8730162674981231,0.8622921041357506,1.0,0.0,0.14285714285714285,1.4398967370959588
100181,0.7933237591899148,5.0,4.0,5.61063829787234,1.0,0.4089032729229608,0.06006502077214925,0.0,0.0,0.25,1.047586560074306
100182,-0.8231266068521748,3.0,2.0,5.6,1.0,0.4089032729229608,-0.6209061771718297,1.0,1.0,0.16666666666666666,-0.24250858774891385
100183,-1.187395346731932,2.0,1.0,4.7,1.0,0.7190149360640604,-1.0906121287183834,1.0,0.0,0.14285714285714285,-1.268545731496179
100184,0.6791105047302854,5.0,4.0,4.8,1.0,0.6050159450001501,0.3605237604068615,1.0,0.0,0.1,0.1836959271670907
100185,0.26758952658692153,3.0,2.0,3.7,1.0,0.8650410758245181,0.1434012760486603,1.0,0.0,0.14285714285714285,-0.5794016949694986
100186,0.8605141099328114,4.0,3.0,5.3,1.0,0.4089032729229608,-0.9087224506905045,0.0,0.0,0.06666666666666667,1.0775739063777119
100187,0.6715356650430383,4.0,4.0,5.61063829787234,1.0,0.821737565455292,0.49542303646368024,1.0,0.0,1.0,0.4406375706516315
100188,0.1703555467461456,2.0,1.0,5.8,1.0,0.5744700057190567,0.06006502077214925,1.0,0.0,0.2,0.2457950079432521
100189,0.26758952658692153,3.0,2.0,3.3,1.0,0.8940717189838029,-1.3112453274522355,0.0,0.0,0.14285714285714285,-2.1434451965025336
100190,-2.1849567688881146,4.0,2.0,8.4,1.0,0.044996932669753464,-1.1672592844199166,0.0,0.0,0.043478260869565216,-0.8941589008840304
100191,-0.25048405932413637,3.0,3.0,3.1,1.0,0.9926711626648123,0.2418532423687069,1.0,0.0,1.0,-0.6530029829847104
100192,0.9659175427405053,6.0,3.0,6.2,1.0,0.5844465172233081,0.5492641426332031,1.0,0.0,0.14285714285714285,1.0286973596527074
100193,0.44684385008111577,4.0,4.0,7.8,1.0,0.6235220377480334,-0.6547952346176442,0.0,0.0,0.125,0.8543847707364273
100194,-1.533913395672731,1.0,1.0,6.1,1.0,0.184218950069288,-1.4006397668415551,0.0,0.0,0.09090909090909091,-1.3752147464553675
100195,0.4101783943946421,5.0,4.0,4.1,1.0,0.47314364586461044,-0.07608657250893872,1.0,0.0,0.08333333333333333,-0.026410746209485237
100196,0.5969486313248764,3.0,2.0,5.0,1.0,0.6203145566415885,0.3218848463078716,1.0,0.0,0.14285714285714285,0.4126733922771264
100197,0.26758952658692153,2.0,1.0,5.61063829787234,1.0,0.9999999999999999,-0.6690325445487548,1.0,0.0,0.3333333333333333,-2.0821922618272666
100198,0.3916184097514481,3.0,3.0,5.1,1.0,0.9803796696090367,0.3204184148557601,1.0,0.0,0.05263157894736842,0.22137879417940182
